id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;activo
51957276;CASA;280000;08-07-2023;INMOBILIARIA;2520;472;4;4;;VILLA ALLENDE GOLF;VILLA ALLENDE;-31.2726366;-64.2861613;True
51766472;DEPARTAMENTO;49000;05-06-2023;INMOBILIARIA;44;40;1;1;;GUEMES;CORDOBA;-31.42552;-64.1943741;False
50670831;DEPARTAMENTO;160000;13-11-2022;INMOBILIARIA;84;69;2;2;;JOSE MUNOZ;VILLA CARLOS PAZ;-31.4174571;-64.4871064;False
48377057;CASA;600000;31-07-2022;INMOBILIARIA;1191;414;3;5;3;URCA, COUNTRY BARRANCAS, AMPLIA, LUMINOSA Y CALIDA.;CORDOBA;-31.3805447;-64.2463727;False
51272730;DEPARTAMENTO;74000;11-03-2023;INMOBILIARIA;2643;43;1;1;;VENTA: DPTO 1 DORMITORIO. CONDOMINIO L'HIRONDELLE 2 - LA FALDA - VALLE DE PUNILLA;LA FALDA;-31.0924597;-64.4732959;False
49307900;CASA;175000;31-07-2022;INMOBILIARIA;180;170;3;3;2;CANUELAS COUNTRY GOLF;CORDOBA;-31.4763224;-64.1641363;False
51009571;DEPARTAMENTO;75650;18-01-2023;INMOBILIARIA;41;40;1;1;;LOS NARANJOS;CORDOBA;-31.4270961;-64.2131296;False
51697529;DEPARTAMENTO;500000;22-05-2023;INMOBILIARIA;220;220;5;6;2;NUEVA CORDOBA;CORDOBA;-31.4279759;-64.1852099;False
49014632;TERRENOS;7000;01-08-2022;INMOBILIARIA;434;;;;;REF 117 MUY BUEN LOTE EN VILLA PARQUE SIQUIMAN;VILLA PARQUE SIQUIMAN;-31.3448304;-64.4756248;False
48942704;CASA;115000;01-08-2022;INMOBILIARIA;125;125;3;2;;MIRADORES DE MANANTIALES;CORDOBA;-31.4524520781;-64.2413473967;False
49017504;CASA;530000;01-08-2022;INMOBILIARIA;660;300;8;;6;VILLA CARLOS PAZ - COMPLEJO TURISTICO EN VENTA;VILLA CARLOS PAZ;-31.4099884;-64.4898584;False
48945601;TERRENOS;52000;01-08-2022;INMOBILIARIA;18000;;;;;TERRENO - LA CUMBRE;LA CUMBRE;-30.982372;-64.4970309;False
48947113;CASA;75000;01-08-2022;PARTICULAR;430;78;2;1;2;CASAS EN VENTA VILLA SANTA CRUZ DEL LAGO 2 DORM. A ESTRENAR;VILLA SANTA CRUZ DEL LAGO;-31.3690935;-64.52112149999999;False
49019328;TERRENOS;24000;01-08-2022;INMOBILIARIA;890;1;;;;VILLA DEL LAGO;VILLA CARLOS PAZ;-31.3929156;-64.4963326;False
49259799;TERRENOS;125000;01-08-2022;PARTICULAR;5000;;;;;MARIA LASTENIA;CORDOBA;-31.3288553;-64.1818504;False
49258040;TERRENOS;32000;01-08-2022;INMOBILIARIA;370;370;;;;VILLA ESQUIU;CORDOBA;;;False
49452247;DEPARTAMENTO;199000;01-08-2022;INMOBILIARIA;150;110;2;2;;VALLE ESCONDIDO;CORDOBA;-31.371568;-64.2772209;False
49564239;TERRENOS;180000;01-08-2022;INMOBILIARIA;357;256;;;;BAJO PALERMO;CORDOBA;-31.38294411;-64.22228241;False
49452679;CASA;340000;01-08-2022;INMOBILIARIA;5000;407;;;;CASA - SAN JAVIER EXCLUSIVO BARRIO CERRADO SAN ONOFRE;SAN JAVIER;-32.084217;-65.1432518;False
49564674;TERRENOS;210000;01-08-2022;INMOBILIARIA;815;200;;;;VILLA CABRERA;CORDOBA;-31.3911781;-64.2130236;False
49564965;DEPARTAMENTO;95000;01-08-2022;INMOBILIARIA;151;150;3;2;1;CENTRO;CORDOBA;-31.4166631;-64.1908286;False
49565998;CASA;179000;01-08-2022;INMOBILIARIA;300;283;4;4;3;SAN SALVADOR;CORDOBA;-31.4029965;-64.2323962999999;False
49169978;DEPARTAMENTO;32000;01-08-2022;INMOBILIARIA;38;38;1;1;;ALBERDI;CORDOBA;-31.4132052;-64.1974216999999;False
51279470;DEPARTAMENTO;119000;08-03-2023;INMOBILIARIA;125;125;3;3;1;MANANTIALES;CORDOBA;-31.4794728;-64.2668673;False
51280397;DEPARTAMENTO;175000;11-03-2023;INMOBILIARIA;120;120;2;3;;NUEVA CORDOBA;CORDOBA;-31.4308337;-64.1889005;False
51281682;CASA;180000;08-03-2023;PARTICULAR;262;225;3;2;2;MAIPU;CORDOBA;-31.4350578;-64.16175210000002;False
51281890;CASA;290000;09-03-2023;INMOBILIARIA;763;334;3;2;2;VALLE ESCONDIDO;CORDOBA;-31.3731618924796;-64.27790754;False
51282485;CASA;125200;14-03-2023;INMOBILIARIA;468;295;5;3;2;CENTRO;VILLA CARLOS PAZ;-31.4213444;-64.4920592;False
51282650;TERRENOS;150000;09-03-2023;INMOBILIARIA;1492;;;;;LA DESEADA COUNTRY;LA CALERA;-31.355595;-64.3227122;False
51084061;DEPARTAMENTO;43000;05-02-2023;PARTICULAR;108;83;2;1;;JARDIN;CORDOBA;-31.4489853;-64.1660539;False
51043379;DEPARTAMENTO;70000;31-01-2023;INMOBILIARIA;60;60;2;2;;GENERAL PAZ;CORDOBA;-31.4116191;-64.1672274;False
51093470;CASA;100000;07-02-2023;INMOBILIARIA;396;200;3;1;2;BAJO PALERMO;CORDOBA;-31.3876366;-64.2229468;False
51093530;DEPARTAMENTO;130000;03-02-2023;INMOBILIARIA;90;90;2;2;;QUEBRADA DE LAS ROSAS;CORDOBA;-31.3890068;-64.2596418;False
51093598;CASA;310000;04-02-2023;INMOBILIARIA;710;600;5;5;5;VILLA BELGRANO;CORDOBA;-31.3510393;-64.2635664;False
51266297;DEPARTAMENTO;75000;06-03-2023;INMOBILIARIA;65;60;2;1;1;NUEVA CORDOBA;CORDOBA;-31.4285855;-64.1848524;False
51266971;CASA;280000;06-03-2023;INMOBILIARIA;826;253;4;3;;SANTA RITA DEL LAGO;VILLA CARLOS PAZ;-31.4044777;-64.4762136;False
51267612;CASA;32000;07-03-2023;INMOBILIARIA;250;75;3;1;1;INAUDI;CORDOBA;-31.4752569;-64.1927791;False
51240222;TERRENOS;48000;01-03-2023;INMOBILIARIA;4081;;;;;VENDO LOTE EN LOMAS DE TIGRE (URBANIZACION DE CATEGORIA);LA CUMBRECITA;-31.8991375;-64.77303314;False
51240573;DEPARTAMENTO;30500;01-03-2023;INMOBILIARIA;45;45;1;1;1;NUEVA CORDOBA;CORDOBA;-31.43062592;-64.19340515;False
51314689;CASA;145000;14-03-2023;INMOBILIARIA;450;126;3;1;1;HERMOSA CASA EN BARRIO MANANTIALES CERCA DEL CENTRO;VILLA CARLOS PAZ;-31.4262168;-64.507875;False
51127874;CASA;610000;13-02-2023;INMOBILIARIA;1500;400;3;;3;LOMAS DE LA CAROLINA;CORDOBA;-31.363304;-64.3092822;False
51128404;DEPARTAMENTO;110000;09-02-2023;INMOBILIARIA;89;74;2;2;;CENTRO;CORDOBA;-31.4119961;-64.19270080000001;False
51128907;CASA;120000;10-02-2023;INMOBILIARIA;416;213;2;2;2;JARDIN ESPINOSA;CORDOBA;-31.4509699;-64.1694984;False
51129116;CASA;179000;09-02-2023;INMOBILIARIA;1050;364;4;3;4;EL TALAR;MENDIOLAZA;-31.2556482;-64.2621273;False
51176380;DEPARTAMENTO;57000;21-02-2023;INMOBILIARIA;35;35;1;1;;NUEVA CORDOBA;CORDOBA;-31.4259861;-64.1822936;False
51176484;DEPARTAMENTO;49000;17-02-2023;INMOBILIARIA;40;40;1;1;;CENTRO;CORDOBA;-31.4148491;-64.1792179;False
51162238;CASA;430000;16-02-2023;INMOBILIARIA;2300;360;3;1;;CASA EN BARRIO CERRADO FORTIN DEL POZO, 3 DORM.;CORDOBA;-31.4830615;-64.17537279999999;False
51162747;DEPARTAMENTO;115000;16-02-2023;INMOBILIARIA;55;55;2;1;;NUEVA CORDOBA;CORDOBA;-31.42873955;-64.1890564;False
51163004;CASA;80000;16-02-2023;PARTICULAR;217;125;3;;;OBSERVATORIO;CORDOBA;-31.424019;-64.2011691;False
51163062;CASA;430000;16-02-2023;INMOBILIARIA;355;355;3;4;2;CASA EN VENTA SANTINA NORTE VALLE ESCONDIDO;CORDOBA;-31.3686429;-64.2760054;False
51164204;CASA;83000;16-02-2023;INMOBILIARIA;188;188;2;1;;ALBERDI;CORDOBA;-31.4190095;-64.2115233;False
51164227;DEPARTAMENTO;46500;16-02-2023;INMOBILIARIA;360;40;1;1;;OPORTUNIDAD A ESTRENAR - 1 DORM Bo ALBERDI!!;CORDOBA;-31.4020248;-64.2209625;False
51258933;CASA;85000;08-03-2023;PARTICULAR;100;100;3;2;1;JARDIN;CORDOBA;-31.4521677;-64.18753219999999;False
51423495;DEPARTAMENTO;60000;02-04-2023;INMOBILIARIA;48;48;1;1;;NUEVA CORDOBA;CORDOBA;-31.4311963;-64.1905113;False
51424084;TERRENOS;22000;31-03-2023;INMOBILIARIA;1300;;;;;TERRENO EN VILLA GIARDINO SIERRAS DE CORDOBA;VILLA GIARDINO;-31.0241608728736;-64.4854263652437;False
50790156;TERRENOS;11900;30-11-2022;INMOBILIARIA;571;;;;;LOTES EN VENTA EN LAS SIERRAS;HUERTA GRANDE;-31.0592278;-64.4946917;False
50790185;DEPARTAMENTO;57000;05-12-2022;INMOBILIARIA;45;45;1;1;;ALTO VILLASOL;CORDOBA;-31.3917729;-64.2639902;False
50775039;CASA;45000;03-12-2022;INMOBILIARIA;102;77;;1;;SAN MARTIN;CORDOBA;-31.3817975;-64.2025661;False
50775486;DEPARTAMENTO;100000;29-11-2022;INMOBILIARIA;115;69;1;2;1;VALLE DEL GOLF;MALAGUENO;-31.4813975;-64.4271998;False
50776088;DEPARTAMENTO;48000;29-11-2022;INMOBILIARIA;37;35;1;1;;CENTRO;CORDOBA;-31.4131068;-64.1920437;False
50776452;CASA;215000;02-12-2022;INMOBILIARIA;360;155;4;3;2;ALTOS DE MANANTIALES;CORDOBA;-31.4608939;-64.2347877;False
50894981;TERRENOS;190000;26-12-2022;INMOBILIARIA;374;216;;;;ALTA CORDOBA;CORDOBA;-31.3903319;-64.185197;False
50883687;DEPARTAMENTO;261900;22-12-2022;INMOBILIARIA;272;243;3;2;;DEPARTAMENTO - BARRIO JARDIN;CORDOBA;-31.4441117;-64.1841044;False
50883734;DEPARTAMENTO;277800;22-12-2022;INMOBILIARIA;293;263;3;2;;DEPARTAMENTO - BARRIO JARDIN;CORDOBA;-31.4441117;-64.1841044;False
50884447;DEPARTAMENTO;135000;24-12-2022;INMOBILIARIA;95;95;2;1;;NUEVA CORDOBA;CORDOBA;-31.4251012;-64.1837089;False
50886297;DEPARTAMENTO;28900;27-12-2022;INMOBILIARIA;40;37;1;1;;ALBERDI;CORDOBA;-31.40497683191326;-64.21915787350767;False
50886435;DEPARTAMENTO;185000;22-12-2022;INMOBILIARIA;180;204;3;3;2;GREENVILLE II;CORDOBA;-31.484964530137795;-64.169954;False
50866093;CASA;630000;17-12-2022;INMOBILIARIA;1600;600;4;5;;LAS DELICIAS;CORDOBA;-31.3505914;-64.2866276;False
50348675;CASA;109900;23-09-2022;PARTICULAR;287;185;5;2;1;ALTO ALBERDI;CORDOBA;-31.4246093;-64.2269739;False
51560386;DEPARTAMENTO;155000;26-04-2023;INMOBILIARIA;78;78;2;2;;ALTOS DEL CHATEAU;CORDOBA;-31.3845948;-64.2552584999999;False
50830447;DEPARTAMENTO;75500;09-12-2022;INMOBILIARIA;51;50;1;1;;NUEVA CORDOBA;CORDOBA;-31.4225671;-64.17931639999999;False
51557471;DEPARTAMENTO;50921;29-04-2023;INMOBILIARIA;51;40;1;1;;COFICO;CORDOBA;-31.396708;-64.1903592;False
51093412;DEPARTAMENTO;28000;06-02-2023;INMOBILIARIA;47;38;1;1;;SAN MARTIN;CORDOBA;-31.3976812;-64.1971802;False
52014539;TERRENOS;100000;16-07-2023;INMOBILIARIA;360;;;;;COSTAS DE MANANTIALES;CORDOBA;-31.3408;-64.239807;True
50162510;DEPARTAMENTO;155000;17-08-2022;INMOBILIARIA;171;103;3;2;1;MANANTIALES;CORDOBA;-31.4550221005;-64.2368475979;False
50087513;CASA;129000;05-08-2022;INMOBILIARIA;170;124;3;3;1;CLAROS VILLAGE;CORDOBA;-31.4587462;-64.1508793;False
51773575;DEPARTAMENTO;75000;02-06-2023;INMOBILIARIA;48;42;1;1;;NUEVA CORDOBA;CORDOBA;-31.4261838;-64.1919317999999;False
50853012;CASA;185000;18-12-2022;INMOBILIARIA;360;180;2;2;;LA CALANDRIA;CORDOBA;-31.495282;-64.1886642;False
51666798;DEPARTAMENTO;70000;15-05-2023;INMOBILIARIA;53;;1;1;;NUEVA CORDOBA;CORDOBA;-31.4280603;-64.1921372;False
51348773;TERRENOS;350000;20-03-2023;INMOBILIARIA;1270;;;;;ARGUELLO;CORDOBA;-31.3495317;-64.252937;False
50887447;CASA;380000;22-12-2022;INMOBILIARIA;1150;275;3;2;2;LA RESERVA;CORDOBA;-31.36720699999999;-64.2683689;False
50887608;CASA;150000;22-12-2022;INMOBILIARIA;2057;215;4;1;2;LOS BOULEVARES;CORDOBA;-31.3299429688;-64.2159124034;False
50877314;DEPARTAMENTO;279000;21-12-2022;INMOBILIARIA;108;;2;2;;VILLA BELGRANO;CORDOBA;-31.3531792;-64.2558635;False
50877491;CASA;300000;21-12-2022;INMOBILIARIA;600;;4;3;2;ALTO PALERMO;CORDOBA;-31.3869655;-64.2240283;False
50942482;DEPARTAMENTO;180000;08-01-2023;INMOBILIARIA;300;270;3;1;;CENTRO;CORDOBA;-31.413342;-64.18862659999999;False
50877021;CASA;94000;20-12-2022;INMOBILIARIA;240;146;2;1;1;LAS MARGARITAS;CORDOBA;-31.3784212;-64.2110708;False
50909302;PH;28000;29-12-2022;PARTICULAR;66;60;2;1;;URQUIZA;CORDOBA;-31.4345963;-64.1447506;False
50908556;DEPARTAMENTO;42500;29-12-2022;INMOBILIARIA;46;44;1;1;;ALBERDI;CORDOBA;-31.4052369;-64.2106317;False
50937575;DEPARTAMENTO;22000;07-01-2023;INMOBILIARIA;18;18;;1;;CENTRO;CORDOBA;-31.416163314429966;-64.18809813862305;False
50910109;CASA;250000;30-12-2022;INMOBILIARIA;925;601;15;2;;OBSERVATORIO;CORDOBA;-31.4215025;-64.20044;False
50677897;TERRENOS;114500;11-11-2022;INMOBILIARIA;692;692;;;;SIETE SOLES NATURALEZA URBANA;CORDOBA;-31.4688676;-64.1888493;False
50678056;CASA;435000;12-11-2022;INMOBILIARIA;140;220;8;3;;NUEVA CORDOBA;CORDOBA;-31.4276189;-64.1888189;False
50678822;TERRENOS;43800;11-11-2022;INMOBILIARIA;360;360;5;4;;RIBERAS DE MANANTIALES;CORDOBA;-31.4274797;-64.1889393;False
50946421;CASA;145000;12-01-2023;INMOBILIARIA;688;167;3;3;3;VILLA ALLENDE GOLF;VILLA ALLENDE;-31.272927068795536;-64.2925950439026;False
50942964;TERRENOS;72000;05-01-2023;INMOBILIARIA;1672;;;;;EL POTRERILLO DE LARRETA;ALTA GRACIA;-31.64590999999999;-64.487922;False
50909406;DEPARTAMENTO;42000;29-12-2022;PARTICULAR;45;;1;1;;CENTRO;CORDOBA;-31.4157148;-64.1983386;False
50942042;CASA;145000;05-01-2023;PARTICULAR;350;330;5;2;;GUEMES;CORDOBA;-31.41967201;-64.19435883;False
50877189;TERRENOS;25000;21-12-2022;INMOBILIARIA;287;;;;;MANANTIALES;CORDOBA;-31.490249507826004;-64.2654433742798;False
50909137;CASA;220000;02-01-2023;INMOBILIARIA;133;;2;1;;CHACRAS DE LA VILLA;VILLA ALLENDE;-31.3027788;-64.2338225;False
50882301;TERRENOS;20000;22-12-2022;INMOBILIARIA;450;450;;;;OTROS;UNQUILLO;-31.24158599999999;-64.31458119999999;False
50988936;TERRENOS;8900;14-01-2023;INMOBILIARIA;438;;;;;USD 8.900! VENDO LOTE DE TERRENO - VILLA GIARDINO CENTRO - CORDOBA;VILLA GIARDINO;-31.0446736;-64.4928006;False
50989128;TERRENOS;36000;14-01-2023;INMOBILIARIA;301;;;;;QUEBRADA DE MANANTIALES;CORDOBA;-31.42008329999999;-64.1887761;False
50957375;CASA;130000;11-01-2023;INMOBILIARIA;360;191;3;3;2;V. QUISQUISACATE - DUPLEX 3 DORM. A ESTRENAR;CORDOBA;-31.3351818156;-64.282007827;False
50929723;TERRENOS;45000;05-01-2023;INMOBILIARIA;12800;;;;;RUCALHUE BARRIO CERRADO SIERRAS APTO CABANAS;LAS BAJADAS;-31.7853328;-64.3054564;False
51020509;CASA;165000;20-01-2023;INMOBILIARIA;481;300;8;5;1;ALTA CORDOBA;CORDOBA;-31.3928726554;-64.1825253028;False
50985912;CASA;125000;13-01-2023;INMOBILIARIA;350;123;2;1;;COLON;CORDOBA;-31.0221158;-64.0617371;False
51020565;CASA;190000;20-01-2023;INMOBILIARIA;387;210;3;2;1;CASA - BARRIO PRIVADO LA CATALINA;CORDOBA;-31.3224957;-64.2867416;False
50995531;PH;109000;16-01-2023;INMOBILIARIA;154;95;;1;1;SAN ALFONSO;VILLA ALLENDE;-31.300877;-64.2924494;False
51003116;CASA;77000;17-01-2023;INMOBILIARIA;180;150;3;1;2;YOFRE SUD;CORDOBA;-31.3899121;-64.1319946;False
51003170;CASA;40000;17-01-2023;INMOBILIARIA;77;77;3;1;1;COLON;CORDOBA;-31.43872452;-64.155159;False
51007812;CASA;99000;18-01-2023;INMOBILIARIA;350;277;3;1;;LOS BOULEVARES;CORDOBA;-31.3442409;-64.2280005;False
51001001;CASA;110000;17-01-2023;PARTICULAR;600;170;3;;1;MARQUES DE SOBREMONTE;CORDOBA;-31.357908079951837;-64.1971237505253;False
50996283;DEPARTAMENTO;60000;22-01-2023;INMOBILIARIA;65;65;2;1;1;GENERAL PUEYRREDON;CORDOBA;-31.40380859;-64.16390991;False
51012316;TERRENOS;88000;20-01-2023;INMOBILIARIA;8207;;;;;LOTE EN VENTA LISTO PARA SUBDIVIDIR EN NONO;NONO;-31.8001831;-64.9768735;False
50995905;DEPARTAMENTO;33000;20-01-2023;INMOBILIARIA;40;40;;1;;ALTA CORDOBA;CORDOBA;-31.3952986;-64.1771565;False
51016261;CASA;150000;23-01-2023;INMOBILIARIA;4000;;3;3;1;"TU PARAISO TIENE NOMBRE: ""PINAR DE LUZ""CASONA DE CATEGORIA PARQUE DE 4000 M2 VILLA GIARDINO. CBA";VILLA GIARDINO;-31.0529852;-64.4991278;False
50996791;CASA;295000;17-01-2023;INMOBILIARIA;1000;350;4;3;1;VILLA DOMINGUEZ;VILLA CARLOS PAZ;-31.4207828;-64.4992141;False
51003526;CASA;550000;17-01-2023;INMOBILIARIA;1000;520;4;4;2;JOCKEY CLUB;CORDOBA;-31.4555301;-64.1814322;False
50997875;CASA;170000;22-01-2023;INMOBILIARIA;750;280;3;;;VILLA BELGRANO;CORDOBA;-31.3408314;-64.2839608;False
50983531;DEPARTAMENTO;32000;15-01-2023;INMOBILIARIA;40;40;1;1;;ALTO ALBERDI;CORDOBA;-31.402364;-64.220565;False
51004696;DEPARTAMENTO;55000;23-01-2023;INMOBILIARIA;50;39;2;1;;NUEVA CORDOBA;CORDOBA;-31.4280929;-64.19045659999999;False
51008047;CASA;190000;18-01-2023;INMOBILIARIA;2557;250;2;3;4;CASA - SAN ANTONIO DE ARREDONDO;SAN ANTONIO DE ARREDONDO;-31.4656197;-64.5261571;False
51011789;CASA;140000;19-01-2023;INMOBILIARIA;650;160;;2;1;SAN ALFONSO;VILLA ALLENDE;-31.3051084;-64.28832040000002;False
51012230;CASA;188000;19-01-2023;INMOBILIARIA;701;205;3;3;1;EL DORADO 2 CASA DE CATEGORIA EN VENTA 3 DORM. OPORTUNIDAD;SAN ANTONIO DE ARREDONDO;-31.4945372;-64.5447808;False
50997873;DEPARTAMENTO;85000;17-01-2023;PARTICULAR;70;65;2;1;1;APPTO BANCOR TORRES DEL BOTANICO CHATEAU DEPTO 2DORM 1 BN COCHERA;CORDOBA;-31.385809531539156;-64.25700112698364;False
51003828;CASA;250000;19-01-2023;INMOBILIARIA;800;250;4;3;1;VILLA ALLENDE GOLF;VILLA ALLENDE;-31.2844622;-64.2942902;False
51080365;TERRENOS;16000;02-02-2023;INMOBILIARIA;972;;;;;TERRENO EN VENTA CON VISTA A LOS GIGANTES EN ESTANCIA VIEJA;ESTANCIA VIEJA;-31.3861603454817;-64.5218600234508;False
51081181;DEPARTAMENTO;59000;01-02-2023;PARTICULAR;90;90;3;1;;CENTRO;CORDOBA;-31.4079249;-64.181814;False
51137634;PH;95000;10-02-2023;INMOBILIARIA;800;97;2;1;1;MIGUEL MUNOZ;VILLA CARLOS PAZ;-31.43389893;-64.50132751;False
51094184;CASA;55000;06-02-2023;INMOBILIARIA;560;122;;2;1;BARRIO LAS MOJARRAS;VILLA PARQUE SIQUIMAN;-31.346500831412364;-64.49777180902429;False
51096468;CASA;217000;05-02-2023;PARTICULAR;530;230;5;4;2;CASA + 3 DPTOS EN PLAYAS DE ORO, VILLA CARLOIS PAZ;VILLA CARLOS PAZ;-31.4546692;-64.5112997;False
51042540;TERRENOS;70000;25-01-2023;INMOBILIARIA;22782;;;;;TERRENO CON PANORAMICA VISTA A LOS CERROS, CAPILLA DEL MONTE, CORDOBA;CAPILLA DEL MONTE;-30.850574390241537;-64.53372738203123;False
51150303;DEPARTAMENTO;99000;14-02-2023;PARTICULAR;94;94;3;2;;QUEBRADA DE LAS ROSAS;CORDOBA;-31.3987046221;-64.2455601278;False
50995705;CASA;610000;16-01-2023;INMOBILIARIA;1500;350;3;3;2;LOMAS DE LA CAROLINA;CORDOBA;-31.362996;-64.30908649999999;False
51168085;TERRENOS;850000;16-02-2023;INMOBILIARIA;10000;;;;;TERRENO EN VENTA, BOULEVARD BUENOS AIRES - CORDOBA CAPITAL;CORDOBA;-31.3386660828;-64.211851428;False
51168378;CASA;130000;16-02-2023;INMOBILIARIA;175;120;3;2;2;VILLA ALLENDE PARQUE;CORDOBA;-31.32209041869774;-64.28740897777098;False
51169066;TERRENOS;9900;16-02-2023;INMOBILIARIA;622;;;;;ANISACATE - PARQUE SAN JOSE - LUZ Y AGUA;SANTA MARIA;-31.7075183026;-64.4234972571;False
50518935;TERRENOS;629000;18-10-2022;INMOBILIARIA;6946;6946;;;;JORGE NEWBERY;CORDOBA;-31.3551146;-64.1848602999999;False
50356916;CASA;65000;20-09-2022;INMOBILIARIA;256;82;3;1;;PARQUE LOS MOLINOS;CORDOBA;-31.4564793;-64.2030563;False
50357311;DEPARTAMENTO;165000;20-09-2022;INMOBILIARIA;100;95;;2;1;JARDIN ESPINOSA;CORDOBA;-31.4544887;-64.1677508;False
50470724;DEPARTAMENTO;210000;12-10-2022;INMOBILIARIA;100;100;2;2;1;NUEVA CORDOBA;CORDOBA;-31.4248725;-64.17712279999999;False
50471468;DEPARTAMENTO;45000;14-10-2022;INMOBILIARIA;61;61;1;1;;NUEVA CORDOBA;CORDOBA;-31.4193784;-64.1928501;False
50400303;CASA;170000;15-06-2023;PARTICULAR;693;218;4;2;1;ALEJANDRO CENTENO;CORDOBA;-31.3575924;-64.2380297;False
50372249;CASA;215000;22-09-2022;INMOBILIARIA;360;290;3;3;1;TABLADA PARK;CORDOBA;-31.371653;-64.2236707;False
50471754;CASA;33000;13-10-2022;INMOBILIARIA;60;50;1;2;;VILLA WARCALDE;CORDOBA;-31.3558157;-64.3131478;False
50445878;DEPARTAMENTO;64000;05-10-2022;INMOBILIARIA;70;70;2;1;1;BALCONES DEL CHATEAU;CORDOBA;-31.3769883;-64.25882899999999;False
50402066;TERRENOS;30000;28-09-2022;INMOBILIARIA;2073;1;;;;LOTEO;SANTA ROSA DE CALAMUCHITA;-32.10560321182502;-64.52956652775575;False
50373146;CASA;290000;22-09-2022;INMOBILIARIA;826;306;3;2;1;ARGUELLO;CORDOBA;-31.3435385;-64.2623179;False
50506378;CASA;28000;21-10-2022;INMOBILIARIA;200;116;2;2;1;ALEJANDRO CARBO;CORDOBA;-31.481551;-64.203999;False
50530194;CASA;200000;23-10-2022;INMOBILIARIA;900;214;3;3;2;VILLA DEL LAGO;VILLA CARLOS PAZ;-31.4039701;-64.5037339;False
50504464;DEPARTAMENTO;165000;18-10-2022;INMOBILIARIA;180;170;3;3;2;CHACRA DEL NORTE;CORDOBA;-31.372638;-64.22636899999999;False
50494829;DEPARTAMENTO;575000;17-10-2022;INMOBILIARIA;326;326;4;4;;NUEVA CORDOBA;CORDOBA;-31.4287132;-64.1856433;False
50549381;TERRENOS;29000;24-10-2022;PARTICULAR;750;;;;;OTROS;UNQUILLO;-31.2396127;-64.3298192;False
50521113;CASA;56000;19-10-2022;PARTICULAR;500;150;2;1;;DEAN FUNES;ISCHILIN;-30.4189962;-64.3497482;False
50527772;DEPARTAMENTO;260000;24-10-2022;INMOBILIARIA;110;110;2;2;2;COLINAS DE VELEZ SARSFIELD;CORDOBA;-31.4393041;-64.20175259999999;False
50520644;CASA;270000;19-10-2022;INMOBILIARIA;900;350;5;3;2;SANTA RITA DEL LAGO;VILLA CARLOS PAZ;-31.400325;-64.4728284;False
50521106;DEPARTAMENTO;160000;23-10-2022;INMOBILIARIA;143;110;3;2;1;CENTRO;VILLA CARLOS PAZ;-31.4216035;-64.4969471;False
50417364;TERRENOS;12000;30-09-2022;INMOBILIARIA;867;;;;;HERMOSO LOTE EN EL CONDADO, A UNA CUADRA Y MEDIA DE LA RUTA N38.REF B 1744;COSQUIN;-31.2107507;-64.4669816;False
50418338;CASA;240000;04-10-2022;INMOBILIARIA;360;;3;2;4;VALLE ESCONDIDO;CORDOBA;-31.37997246;-64.27462769;False
50526154;CASA;415000;22-10-2022;INMOBILIARIA;1350;470;3;4;2;FINCAS DEL SUR II;CORDOBA;-31.4820885;-64.1610384;False
50526690;TERRENOS;6900;22-10-2022;INMOBILIARIA;512;;;;;TERRENO EN VENTA 15X32 M - HUERTA GRANDE - OPORTUNIDAD - CORDOBA;HUERTA GRANDE;-31.0565905041;-64.4906507211;False
50538973;CASA;180000;21-10-2022;INMOBILIARIA;304;191;4;2;1;MAIPU;CORDOBA;-31.42803289999999;-64.159538;False
50248961;TERRENOS;139000;01-09-2022;INMOBILIARIA;423;1;;;;ALTO ALBERDI;CORDOBA;-31.4066882;-64.2157393;False
50249888;CASA;160000;01-09-2022;PARTICULAR;780;200;3;1;1;GRANJA DE FUNES;CORDOBA;-31.3460911;-64.2461093;False
50250005;DEPARTAMENTO;45000;02-09-2022;INMOBILIARIA;65;55;1;1;;ALBERDI;CORDOBA;-31.36672761334176;-64.20288245632868;False
50250047;CASA;1800000;05-09-2022;INMOBILIARIA;18000;2047;12;12;12;VENTA DE COMPLEJO DE CABANAS - CAB0062;VILLA GENERAL BELGRANO;-31.97704634456269;-64.54614935863037;False
50250643;TERRENOS;140000;03-09-2022;INMOBILIARIA;408;;;;;GUEMES;CORDOBA;-31.4238048;-64.1961993;False
50250922;CASA;62000;09-09-2022;INMOBILIARIA;420;82;2;2;;VALENTI;CAPILLA DEL MONTE;-30.8738958;-64.5131188;False
50251623;TERRENOS;20000;04-09-2022;INMOBILIARIA;970;;;;;PUERTO DE AGUILA;POTRERO DE GARAY;-31.793546137327606;-64.54204;False
50252520;TERRENOS;82000;02-09-2022;INMOBILIARIA;360;;;;;CAMINO A SAN CARLOS;CORDOBA;-31.5010593;-64.1683958;False
50252948;TERRENOS;63000;02-09-2022;INMOBILIARIA;610;1;;;;GRANJA DE FUNES;CORDOBA;-31.3469965;-64.2468915;False
50253672;DEPARTAMENTO;20000;02-09-2022;INMOBILIARIA;55;55;2;1;;LOS ALAMOS;CORDOBA;-31.3657541;-64.158596;False
