id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;activo
51583012;CASA;198000;28-04-2023;INMOBILIARIA;200;200;4;;;JARDIN;CORDOBA;-31.462198967987867;-64.190878;False
51611008;DEPARTAMENTO;80000;04-05-2023;INMOBILIARIA;;45;1;1;;CENTRO;VILLA CARLOS PAZ;;;False
51611084;DEPARTAMENTO;118000;04-05-2023;INMOBILIARIA;360;264;3;2;1;MALAGUENO;MALAGUENO;-31.4396657;-64.3180232;False
51606870;TERRENOS;25000;06-05-2023;INMOBILIARIA;1400;1;;;;VENTA LOTE EN SAN ESTEBAN VISTA A LAS SIERRAS;LOS COCOS;-30.9299795;-64.5031054;False
51583078;DEPARTAMENTO;490000;28-04-2023;INMOBILIARIA;200;200;3;3;;NUEVA CORDOBA;CORDOBA;-31.425989;-64.1796801;False
51604542;CASA;145000;03-05-2023;INMOBILIARIA;300;170;3;2;1;TABLADA PARK;CORDOBA;-31.3706716;-64.222713;False
51606252;DEPARTAMENTO;91000;04-05-2023;INMOBILIARIA;71;58;1;1;1;CERRO DE LAS ROSAS;CORDOBA;-31.3917371;-64.2260702;False
51606449;CASA;180000;04-05-2023;INMOBILIARIA;;;2;1;;COLON;CORDOBA;-30.9929;-64.0952737;False
51606737;DEPARTAMENTO;135000;04-05-2023;INMOBILIARIA;145;130;4;2;1;NUEVA CORDOBA;CORDOBA;-32.4123555;-63.2524588;False
51615409;DEPARTAMENTO;48500;05-05-2023;INMOBILIARIA;45;45;1;1;1;COFICO;CORDOBA;-31.4005549;-64.186396;False
51616161;CASA;200000;05-05-2023;INMOBILIARIA;300;150;3;1;1;ALTO ALBERDI;CORDOBA;-31.4080035;-64.2204833;False
51613289;CASA;350000;04-05-2023;INMOBILIARIA;3000;900;8;8;;VENTA CASONA DE 8 HABITACIONES EN CASA GRANDE. SIERRAS DE CORDOBA - VALLE DE PUNILLA.;LA CUMBRE;-30.9790914;-64.4890546;False
51612506;DEPARTAMENTO;65000;04-05-2023;INMOBILIARIA;2;1;2;1;1;CENTRO;CORDOBA;-31.4094263;-64.1921091;False
51612680;DEPARTAMENTO;45000;06-05-2023;INMOBILIARIA;43;43;1;1;;CENTRO;CORDOBA;-31.4139161;-64.1873753;False
51613018;CASA;69000;05-05-2023;PARTICULAR;500;;2;1;1;CASA EN VENTA EN VILLA PARQUE SIQUIMAN;VILLA PARQUE SIQUIMAN;-31.3437729;-64.5013463;False
51616636;DEPARTAMENTO;90000;11-05-2023;PARTICULAR;75;70;2;;;COFICO;CORDOBA;-31.3950914;-64.1896709;False
51612535;CASA;85000;04-05-2023;INMOBILIARIA;378;154;4;3;1;ALTA CORDOBA;CORDOBA;-31.379435;-64.1839507;False
51605140;TERRENOS;17500;04-05-2023;INMOBILIARIA;770;;;;;LOTEO;SANTA ROSA DE CALAMUCHITA;-32.07545302310886;-64.57498811481933;False
51618145;CASA;24000;09-05-2023;INMOBILIARIA;;46;1;1;1;UNIVERSITARIO DE HORIZONTE;CORDOBA;-31.496837314860933;-64.26523377141113;False
51601549;CASA;145000;04-05-2023;INMOBILIARIA;363;149;2;2;;CASA A ESTRENAR EN COMARCA DE ALLENDE - EN VENTA;VILLA ALLENDE;-31.2915864;-64.2922971;False
51606805;DEPARTAMENTO;50000;06-05-2023;INMOBILIARIA;50;50;1;1;;NUEVA CORDOBA;CORDOBA;-31.4220387;-64.1786946;False
51607144;CASA;300000;08-05-2023;PARTICULAR;660;270;5;;;VENTA CASA LA CUMBRE BARRIO GOLF VISTA A LAS SIERRAS DE REVISTA;LA CUMBRE;-30.9852292;-64.481899;False
51607313;CASA;42000;04-05-2023;INMOBILIARIA;250;120;2;1;2;SAN LORENZO;CORDOBA;-31.4562229;-64.1081544;False
51615888;DEPARTAMENTO;268000;06-05-2023;INMOBILIARIA;184;171;2;1;;NUEVA CORDOBA;CORDOBA;-31.4251012;-64.1837089;False
51625648;CASA;170000;08-05-2023;INMOBILIARIA;176;176;3;3;1;NUEVO POETA LUGONES;CORDOBA;-31.360462;-64.2084414;False
51624130;TERRENOS;95000;06-05-2023;INMOBILIARIA;150;150;;;;DUCASSE;CORDOBA;-31.405252573446653;-64.193374;False
51606017;CASA;235000;05-05-2023;INMOBILIARIA;1470;280;3;2;2;4 HOJAS;MENDIOLAZA;-31.2579454;-64.2999215;False
51606639;DEPARTAMENTO;61900;04-05-2023;INMOBILIARIA;41;41;1;1;;NUEVA CORDOBA;CORDOBA;-31.42091179;-64.18714905;False
51607401;CASA;260000;04-05-2023;INMOBILIARIA;270;270;3;2;2;LA MORADA;VILLA ALLENDE;-31.302368;-64.2361797;False
51752100;CASA;138000;30-05-2023;INMOBILIARIA;508;183;3;3;1;VILLA CATALINA;RIO CEBALLOS;-31.208892499515592;-64.285284;False
51752704;CASA;140000;31-05-2023;INMOBILIARIA;381;180;3;3;2;SOL Y LAGO;VILLA CARLOS PAZ;-31.40524109999999;-64.48692129999999;False
51742400;DEPARTAMENTO;62500;02-06-2023;INMOBILIARIA;67;55;1;1;1;MIGUEL MUNOZ;VILLA CARLOS PAZ;-31.4338546;-64.506654;False
51743469;PH;45000;31-05-2023;PARTICULAR;63;63;1;1;1;ALTO VERDE;CORDOBA;-31.3730122;-64.21753040000002;False
51755652;DEPARTAMENTO;115000;30-05-2023;INMOBILIARIA;53;53;2;1;1;CENTRO;VILLA CARLOS PAZ;-31.425732196097467;-64.50141572881392;False
51755792;CASA;285000;30-05-2023;INMOBILIARIA;900;324;4;2;;CERRO DE LAS ROSAS;CORDOBA;-31.37430045754707;-64.2333733;False
51756138;TERRENOS;28000;01-06-2023;INMOBILIARIA;641;;;;;SE VENDE TERRENO EN MINA CLAVERO;MINA CLAVERO;-31.72743988;-65.02363586;False
51756342;DEPARTAMENTO;25000;03-06-2023;INMOBILIARIA;35;35;1;1;;ALBERDI;CORDOBA;-31.4079633;-64.2090073;False
51756574;TERRENOS;120000;31-05-2023;INMOBILIARIA;1400;;;;;LA DESEADA COUNTRY;LA CALERA;-31.3540019;-64.3282617;False
51756925;DEPARTAMENTO;66000;04-06-2023;INMOBILIARIA;45;45;1;1;;NUEVA CORDOBA;CORDOBA;-31.4276603;-64.1884847;False
51721284;DEPARTAMENTO;60000;23-05-2023;PARTICULAR;40;40;1;1;;NUEVA CORDOBA;CORDOBA;-31.4264123;-64.1900272;False
51723108;DEPARTAMENTO;48000;23-05-2023;INMOBILIARIA;45;45;1;1;;CENTRO;CORDOBA;-31.4081857;-64.19685799999999;False
51749718;TERRENOS;13000;30-05-2023;INMOBILIARIA;250;;;;;LOTE DE 250 M2 EN RIO CEBALLOS;RIO CEBALLOS;-31.191655753464712;-64.28983512963867;False
51750788;DEPARTAMENTO;350000;30-05-2023;INMOBILIARIA;170;170;3;3;;URCA;CORDOBA;-31.3721716;-64.2382629;False
51750864;DEPARTAMENTO;180000;30-05-2023;INMOBILIARIA;112;112;2;1;;VALLE ESCONDIDO;CORDOBA;-31.3717255;-64.2770473;False
51751533;DEPARTAMENTO;69500;31-05-2023;INMOBILIARIA;;52;1;1;1;VILLA DOMINGUEZ;VILLA CARLOS PAZ;-31.410758;-64.494171;False
51751964;DEPARTAMENTO;75000;30-05-2023;INMOBILIARIA;;54999;1;1;1;VENDO DEPTO A ESTRENAR CARLOS PAZ;VILLA CARLOS PAZ;-31.4207828;-64.4992141;False
51747546;CASA;103000;30-05-2023;PARTICULAR;380;175;2;2;2;VILLA QUISQUIZACATE;CORDOBA;-31.3321306;-64.28059590000001;False
51795181;TERRENOS;65000;06-06-2023;INMOBILIARIA;540;;;;;ARGUELLO;CORDOBA;-31.340814;-64.2808015;False
51788796;DEPARTAMENTO;65000;09-06-2023;INMOBILIARIA;361;82;2;1;;NUEVA CORDOBA;CORDOBA;-31.43108729999999;-64.1913695;False
51793725;CASA;60000;10-06-2023;INMOBILIARIA;295;192;3;2;1;MARQUES DE SOBREMONTE;CORDOBA;-31.36863518;-64.18999481;False
51777185;CASA;58000;08-06-2023;INMOBILIARIA;538;186;2;3;1;CERRO DEL SOL;SALSIPUEDES;;;False
51784264;CASA;170000;07-06-2023;INMOBILIARIA;586;233;3;2;2;SOLARES DE LAS ENSENADAS;VILLA CARLOS PAZ;-31.4533001;-64.5194421;False
51799461;DEPARTAMENTO;270000;07-06-2023;INMOBILIARIA;130;130;2;2;;VALLE ESCONDIDO;CORDOBA;-31.367177558276747;-64.277402;False
51784415;CASA;99000;09-06-2023;INMOBILIARIA;390;102;3;2;1;LA SALLE;CORDOBA;-31.3448844;-64.2747245;False
51776904;DEPARTAMENTO;60200;02-06-2023;INMOBILIARIA;45;45;1;1;;NUEVA CORDOBA;CORDOBA;-31.4119583;-64.159387;False
51793617;CASA;95000;10-06-2023;INMOBILIARIA;700;190;3;2;2;VILLA RIVERA INDARTE;CORDOBA;-31.3222458;-64.2961612;False
51800083;TERRENOS;87650;07-06-2023;INMOBILIARIA;1500;;;;;VILLA RIVERA INDARTE;CORDOBA;-31.32933617;-64.30090332;False
51796406;DEPARTAMENTO;96000;07-06-2023;INMOBILIARIA;80;75;2;2;;CENTRO;CORDOBA;-31.41992569;-64.19002533;False
51757132;CASA;135000;05-06-2023;INMOBILIARIA;200;100;2;2;1;URCA;CORDOBA;-31.38814926;-64.2374115;False
51757366;TERRENOS;15000;01-06-2023;PARTICULAR;461;462;;;;ESTANCIA LA HUNGRIA;SANTA ROSA DE CALAMUCHITA;-32.03010149067839;-64.56029890688477;False
51772260;TERRENOS;35000;01-06-2023;INMOBILIARIA;2674;2674;;;;IDEAL INVERSION O VIVIENDA! LOTES A LA VENTA EN SIERRAS CHICAS, CORDOBA!;LA GRANJA;-31.0217213;-64.2745454;False
51772824;DEPARTAMENTO;234900;01-06-2023;INMOBILIARIA;175;170;2;3;1;NUEVA CORDOBA;CORDOBA;-31.4229905;-64.1877217;False
51701846;TERRENOS;11500;19-05-2023;INMOBILIARIA;320;;;;;SAN SALVADOR;CORDOBA;-31.3968792;-64.22772217;False
51749518;CASA;169000;03-06-2023;INMOBILIARIA;420;180;3;2;2;VILLA BELGRANO;CORDOBA;-31.354692;-64.24774529999999;False
51749720;DEPARTAMENTO;115000;30-05-2023;INMOBILIARIA;180;150;3;3;2;COLINAS DE MANANTIALES;CORDOBA;-31.4673562;-64.258919;False
51750167;DEPARTAMENTO;87000;30-05-2023;PARTICULAR;60;60;2;2;;CENTRO;CORDOBA;-31.416744;-64.1890658;False
51765977;CASA;180000;31-05-2023;INMOBILIARIA;358;180;1;3;2;COMARCA DE ALLENDE;CORDOBA;-31.3088171;-64.2649966;False
51780625;CASA;68000;06-06-2023;INMOBILIARIA;176;130;2;2;1;REF: 1873 IMPECABLE CASA EN SANTA MARIA DE PUNILLA, A 300 M DE RUTA 38.;SANTA MARIA DE PUNILLA;-31.2647493;-64.4716004;False
51772127;CASA;105000;05-06-2023;INMOBILIARIA;260;135;3;1;;BRIGADIER SAN MARTIN;CORDOBA;-31.338300763553377;-64.240967;False
51761947;TERRENOS;43000;31-05-2023;INMOBILIARIA;826;;;;;LA PAMPEANA (MENDIOLAZA) - VENTA LOTE 826 M2.;MENDIOLAZA;-31.26580043089918;-64.2347558;False
51793131;CASA;230000;06-06-2023;INMOBILIARIA;620;163;3;2;;VILLA DOMINGUEZ;VILLA CARLOS PAZ;-31.410754;-64.4903365;False
51793609;CASA;58000;07-06-2023;INMOBILIARIA;640;99;2;2;1;OTROS;AGUA DE ORO;-31.0572509;-64.2919524;False
51799854;DEPARTAMENTO;62900;07-06-2023;INMOBILIARIA;58;45;1;1;10;GENERAL PAZ;CORDOBA;-31.4133065;-64.166609;False
51772715;DEPARTAMENTO;219000;02-06-2023;INMOBILIARIA;128;119;;2;1;DEPARTAMENTO DE CATEGORIA EN VENTA - LA DIVA DE GAMA;CORDOBA;-31.4012661;-64.22680664;False
51771802;TERRENOS;35900;01-06-2023;INMOBILIARIA;1523;1523;;;;VILLA DEL LAGO;VILLA CARLOS PAZ;;;False
51772051;TERRENOS;38000;01-06-2023;INMOBILIARIA;3500;3500;;;;OPORTUNIDAD! LOTES A LA VENTA EN ASCOCHINGA, CORDOBA!;ASCOCHINGA;-30.9422889;-64.276993;False
51772078;CASA;340000;01-06-2023;INMOBILIARIA;1200;240;;2;2;CASA EN VILLA CARLOS PAZ;VILLA CARLOS PAZ;-31.3767427;-64.5223244;False
51761893;CASA;19500;06-06-2023;INMOBILIARIA;300;40;2;1;;ECOBARRIO VILLA SOL;SALSIPUEDES;-31.1368964;-64.29643349999999;False
51434318;DEPARTAMENTO;21000;03-04-2023;INMOBILIARIA;;65;2;1;;ACOSTA;CORDOBA;-31.4240551;-64.1235031;False
51435649;TERRENOS;78000;07-04-2023;INMOBILIARIA;650;;;;;VILLA ALLENDE GOLF;VILLA ALLENDE;-30.0184837;-59.5314088;False
51436127;CASA;68000;10-04-2023;INMOBILIARIA;368;100;2;2;;OTROS;RIO CEBALLOS;-31.1840226;-64.3123976;False
51436197;CASA;249000;04-04-2023;INMOBILIARIA;760;208;3;2;2;LA CUESTA;LA CALERA;-31.3525586;-64.3401296;False
51436238;CASA;390000;04-04-2023;INMOBILIARIA;518;302;3;3;3;CASA - JARDINES DEL JOCKEY;CORDOBA;-31.4570708;-64.175911;False
51436271;DEPARTAMENTO;85000;04-04-2023;INMOBILIARIA;60;60;2;1;1;SANTA RITA DEL LAGO;VILLA CARLOS PAZ;-31.4034824;-64.480525;False
51436288;TERRENOS;31000;04-04-2023;INMOBILIARIA;290;;;;;MANANTIALES;CORDOBA;-31.4570152;-64.2381063;False
51436506;DEPARTAMENTO;130000;04-04-2023;INMOBILIARIA;88;88;2;2;1;DEPARTAMENTO - CORDOBA CAPITAL;CORDOBA;-31.4638078;-64.1946979;False
51436609;DEPARTAMENTO;330000;04-04-2023;INMOBILIARIA;254;184;3;3;4;ALTO VERDE;CORDOBA;-31.36631584;-64.22080231;False
51436712;DEPARTAMENTO;145000;06-04-2023;INMOBILIARIA;80;80;2;2;;JARDIN;CORDOBA;-31.4200833;-64.1887761;False
51437037;DEPARTAMENTO;44000;04-04-2023;INMOBILIARIA;75;70;2;1;;CENTRO;CORDOBA;-31.4131705;-64.17862389999999;False
51402167;DEPARTAMENTO;42000;30-03-2023;INMOBILIARIA;45;45;;1;;NUEVA CORDOBA;CORDOBA;-31.4238992;-64.17580579999999;False
51402513;DEPARTAMENTO;100000;29-03-2023;INMOBILIARIA;180;90;2;1;1;DUPLEX 2 DORM. LA CALANDRIA;CORDOBA;-31.495282;-64.18866419999999;False
51403331;CASA;105000;31-03-2023;INMOBILIARIA;150;100;3;2;1;CASA A LA VENTA LOMAS DEL SUQUIA 3 DORM.;CORDOBA;-31.401248;-64.2528288;False
51403439;TERRENOS;55000;30-03-2023;INMOBILIARIA;1287;;;;;POSTA CARRETA CLUB DE CAMPO;SANTA ROSA DE CALAMUCHITA;-32.05358252883573;-64.60525745081176;False
51403672;CASA;28000;30-03-2023;INMOBILIARIA;201;119;3;1;2;GENERAL SAVIO;CORDOBA;-31.3719101;-64.15772247;False
51403735;TERRENOS;500000;13-04-2023;INMOBILIARIA;3786;250;;;;INAUDI;CORDOBA;-31.4480501;-64.1856686;False
51403957;CASA;400000;04-04-2023;INMOBILIARIA;2000;180;3;2;1;COSTA AZUL;VILLA CARLOS PAZ;-31.4207828;-64.4992141;False
51404044;DEPARTAMENTO;52000;30-03-2023;INMOBILIARIA;50;50;1;1;;GUEMES;CORDOBA;-31.4227311;-64.1926184;False
51404097;CASA;129000;03-04-2023;INMOBILIARIA;180;145;3;2;2;SOLARES DE MANANTIALES;CORDOBA;-31.4794188;-64.26165770000001;False
51404131;CASA;48000;02-04-2023;INMOBILIARIA;302;88;2;2;;ARGUELLO NORTE;CORDOBA;-31.32642174;-64.26642609;False
51404315;CASA;90000;30-03-2023;INMOBILIARIA;800;135;3;2;1;VENTA DE CASA EN POTRERO DE GARAY;POTRERO DE GARAY;-31.82640839;-64.55528259;False
51404340;DEPARTAMENTO;56000;02-04-2023;INMOBILIARIA;75;44;1;1;;SAN FRANCISCO;CORDOBA;-31.42709541;-64.21312714;False
51418897;DEPARTAMENTO;55000;31-03-2023;INMOBILIARIA;50;41;1;1;;ALTA CORDOBA;CORDOBA;-31.4009592;-64.1787405;False
51388178;DEPARTAMENTO;100000;27-03-2023;INMOBILIARIA;80;80;2;2;;COSTAS DE MANANTIALES;CORDOBA;-31.455847;-64.2376728;False
51419544;CASA;148000;31-03-2023;INMOBILIARIA;180;168;3;3;2;NUEVO POETA LUGONES;CORDOBA;-31.3609008;-64.2079103;False
51398887;CASA;135000;03-04-2023;INMOBILIARIA;350;170;4;2;1;ARGUELLO;CORDOBA;-31.3471792;-64.259513;False
51389648;CASA;120000;28-03-2023;INMOBILIARIA;1680;40;1;1;1;OTROS;RIO CEBALLOS;-31.1737267;-64.31233259999999;False
51399028;CASA;160000;29-03-2023;INMOBILIARIA;574;170;2;2;1;VENTA CASA RIO CEBALLOS 2 DORM.;RIO CEBALLOS;-31.1737267;-64.31233259999999;False
51390544;CASA;480000;28-03-2023;INMOBILIARIA;10000;510;5;;;VENTA CASA ANTIGUA CRUZ CHICA A REFACCIONAR 1 HECTAREA FRUTALES;LA CUMBRE;-30.96664845811716;-64.48578335449218;False
51390956;CASA;95000;01-04-2023;INMOBILIARIA;4998;250;4;2;2;LA QUEBRADA;RIO CEBALLOS;-31.1496037;-64.34201809999999;False
51390980;DEPARTAMENTO;80000;31-03-2023;INMOBILIARIA;50;;1;1;;CENTRO;CORDOBA;-31.4186993;-64.1940742;False
51391000;CASA;105000;28-03-2023;INMOBILIARIA;141;141;3;2;2;SE VENDE! CASA - CUESTA COLORADA - 3 DORM;LA CALERA;-31.3579643;-64.3101531;False
51400140;CASA;190000;13-04-2023;INMOBILIARIA;180;180;3;2;2;GREENVILLE II;CORDOBA;-31.4842564;-64.1692033;False
51422305;CASA;330000;31-03-2023;INMOBILIARIA;300;300;4;2;3;VILLA ALLENDE GOLF CORDOBA EXCELENTE UBICACION;VILLA ALLENDE;-31.2721718;-64.2905916;False
51400514;DEPARTAMENTO;203931;29-03-2023;INMOBILIARIA;169;123;3;2;1;VILLA RIVERA INDARTE;CORDOBA;-31.34443665;-64.28372192;False
51400648;CASA;169000;13-04-2023;INMOBILIARIA;180;170;3;1;;MANSOS DEL SUR;CORDOBA;-31.4843062;-64.1683464;False
51400677;DEPARTAMENTO;27870;30-03-2023;INMOBILIARIA;76;71;2;2;1;RESIDENCIAL SANTA ANA;CORDOBA;-31.4268074;-64.21335602;False
51422913;CASA;85000;01-04-2023;INMOBILIARIA;250;123;3;2;;SMATA;CORDOBA;-31.4544069;-64.2227872;False
51401522;CASA;68000;29-03-2023;INMOBILIARIA;250;131;3;1;;LOS GRANADOS;CORDOBA;-31.4224816;-64.2348729;False
51425664;TERRENOS;7000;01-04-2023;INMOBILIARIA;1000;;;;;TERRENOS EN VENTA EN LAS TAPIAS - TRASLASIERRA;LAS TAPIAS;-31.9690488595;-65.1000684114;False
51425867;TERRENOS;15000;02-04-2023;INMOBILIARIA;1250;;;;;LOTES LA AGUADITA VILLA DE LAS ROSAS;VILLA DE LAS ROSAS;-31.9648918915;-65.0765034732;False
51425948;TERRENOS;36000;01-04-2023;INMOBILIARIA;3044;;;;;VILLA LA SERRANITA CON ESCRITURA, 3000 MTRS S/ RUTA;SANTA MARIA;-31.74489902378026;-64.46526740244904;False
51425949;TERRENOS;100000;01-04-2023;INMOBILIARIA;1500;;;;;PARQUE INDUSTRIAL MENDIOLAZA - SOBRE E53 - CNO RIO CEBALLOS;MENDIOLAZA;-31.245538796368226;-64.26426221824951;False
51426099;DEPARTAMENTO;110000;02-04-2023;INMOBILIARIA;120;120;4;2;1;ALBERDI;CORDOBA;-31.4096844;-64.2053304;False
51426104;TERRENOS;28000;02-04-2023;INMOBILIARIA;250;;;;;MANANTIALES;CORDOBA;-31.4840119;-64.2644421999999;False
51426246;TERRENOS;35000;02-04-2023;INMOBILIARIA;275;;;;;COLINAS DE MANANTIALES;CORDOBA;-31.4794728;-64.2668673;False
51426299;TERRENOS;33000;02-04-2023;INMOBILIARIA;350;;;;;MANANTIALES;CORDOBA;-31.490654384941987;-64.272714;False
51426370;DEPARTAMENTO;42000;02-04-2023;INMOBILIARIA;40;40;1;1;;GUEMES;CORDOBA;-31.4274129;-64.194576;False
51426622;CASA;580000;02-04-2023;INMOBILIARIA;1000;400;3;3;;AYRES DEL SUR;CORDOBA;-31.463736;-64.1859564;False
51426757;CASA;135000;02-04-2023;INMOBILIARIA;264;190;3;4;3;ALTO ALBERDI;CORDOBA;-31.41202164;-64.21773529;False
51426769;CASA;129000;02-04-2023;PARTICULAR;3643;250;4;2;1;EXCELENTE CASA EN VENTA, CRUZ DEL EJE.;CRUZ DEL EJE;-30.73395477931496;-64.79379439089355;False
51683089;DEPARTAMENTO;65500;17-05-2023;INMOBILIARIA;44;44;1;1;;GENERAL PAZ;CORDOBA;-31.4162494;-64.1693194;False
49687710;CASA;590000;31-07-2022;INMOBILIARIA;1000;380;4;4;;AYRES DEL SUR;CORDOBA;-31.463736;-64.1859564;False
51971881;DEPARTAMENTO;200000;07-07-2023;INMOBILIARIA;120;120;2;2;;LAS ROSAS;CORDOBA;-31.3940812;-64.2229671;True
50229392;DEPARTAMENTO;55000;30-08-2022;INMOBILIARIA;50;48;;;;GENERAL PAZ;CORDOBA;-31.4127662;-64.16332779999999;False
50875908;CASA;220000;20-12-2022;INMOBILIARIA;600;226;3;2;;GRANJA DE FUNES;CORDOBA;-31.3498919;-64.2464157;False
48377052;CASA;590000;31-07-2022;INMOBILIARIA;400;400;3;4;4;URCA;CORDOBA;-31.3846966;-64.2341088;False
51573675;DEPARTAMENTO;420000;30-04-2023;INMOBILIARIA;200;180;3;4;2;VILLA BELGRANO;CORDOBA;-31.3611943;-64.247889;False
49893262;DEPARTAMENTO;152000;31-07-2022;PARTICULAR;131;100;2;2;;GENERAL PAZ;CORDOBA;-31.4147124;-64.1724497;False
51325730;CASA;172000;18-03-2023;INMOBILIARIA;252;152;3;3;;COLINAS DE MANANTIALES;CORDOBA;-31.4673562;-64.258919;False
51944064;DEPARTAMENTO;160000;03-07-2023;INMOBILIARIA;128;85;3;2;1;SAN SALVADOR;CORDOBA;-31.4007133;-64.2267681;True
47681704;TERRENOS;360000;31-07-2022;INMOBILIARIA;719;1;;;;ALTA CORDOBA;CORDOBA;-31.40482;-64.1875046;False
51426770;CASA;169000;03-04-2023;INMOBILIARIA;350;298;4;3;;PARQUE CAPITAL;CORDOBA;-31.4320379;-64.2175467;False
51426772;DEPARTAMENTO;135000;02-04-2023;INMOBILIARIA;106;106;3;2;;MIRADOR;CORDOBA;-31.3923273;-64.2637783999999;False
51426776;CASA;520000;02-04-2023;INMOBILIARIA;1139;469;3;;;JOCKEY CLUB;CORDOBA;-31.4652439;-64.1731471;False
51426837;TERRENOS;88000;02-04-2023;INMOBILIARIA;360;;;;;COSTAS DE MANANTIALES;CORDOBA;-31.4522563;-64.2348824;False
51426839;TERRENOS;50000;02-04-2023;INMOBILIARIA;360;;;;;PRADOS DE MANANTIALES;CORDOBA;-31.474512264786068;-64.261881;False
51426849;DEPARTAMENTO;128000;03-04-2023;INMOBILIARIA;108;76;2;1;;GENERAL PAZ;CORDOBA;-31.4110016;-64.17097619999998;False
51427239;TERRENOS;52000;03-04-2023;INMOBILIARIA;1118;;;;;VENTA LOTE TERRENO LOS MOLLES VILLA GENERAL BELGRANO CALAMUCHITA SIERRAS DE CORDOBA.;VILLA GENERAL BELGRANO;-31.9502588;-64.5563714;False
51428437;CASA;160000;03-04-2023;INMOBILIARIA;165;155;3;3;1;ALTO PALERMO;CORDOBA;-31.3758326;-64.2229688;False
51428661;DEPARTAMENTO;115000;04-04-2023;INMOBILIARIA;104;65;2;1;;NUEVA CORDOBA;CORDOBA;-31.4266341;-64.1906833;False
51437573;CASA;170000;04-04-2023;INMOBILIARIA;190;150;3;2;2;VILLA BELGRANO;CORDOBA;-31.3576184;-64.251377;False
51824252;CASA;98000;15-06-2023;INMOBILIARIA;416;240;3;1;10;CRISOL SUR;CORDOBA;-31.4356649;-64.1647605;False
51825705;DEPARTAMENTO;48000;09-06-2023;INMOBILIARIA;50;50;1;1;;JARDIN;CORDOBA;-31.4433879;-64.175882;False
51825849;CASA;73000;09-06-2023;INMOBILIARIA;237;187;3;1;1;APTO BANCOR - HERMOSA CON GALPON AL FONDO - EXCTE OPORTUNIDAD;VILLA DOLORES;-31.9539063;-65.1884472;False
51835246;DEPARTAMENTO;80000;14-06-2023;INMOBILIARIA;65;60;2;1;;NUEVA CORDOBA;CORDOBA;-31.4255142;-64.18031189999999;False
51835604;DEPARTAMENTO;102000;14-06-2023;INMOBILIARIA;;80;2;2;;GENERAL PAZ;CORDOBA;-31.411902;-64.1707874;False
51835643;DEPARTAMENTO;40000;13-06-2023;INMOBILIARIA;40;40;1;1;;ALBERDI;CORDOBA;-31.4168267;-64.1991203;False
51835875;TERRENOS;117000;14-06-2023;INMOBILIARIA;1600;300;;;;VALLE DEL GOLF;MALAGUENO;-31.4813975;-64.4271998;False
51835901;DEPARTAMENTO;125000;12-06-2023;INMOBILIARIA;198;148;3;2;1;DOCTA;CORDOBA;-31.46325844115644;-64.30201361028138;False
51836755;DEPARTAMENTO;160000;12-06-2023;PARTICULAR;75;70;2;1;1;NUEVA CORDOBA;CORDOBA;-31.4248725;-64.17712279999999;False
51837275;CASA;63000;12-06-2023;INMOBILIARIA;125;63;3;1;1;CASA EN VICOR;CORDOBA;-31.4791433;-64.2454158;False
51843384;TERRENOS;20000;13-06-2023;INMOBILIARIA;77500;;;;;LOTE EN VENTA RUMIPAL - CALAMUCHITA;VILLA RUMIPAL;-32.1895171;-64.4792805;False
51844354;PH;25000;15-06-2023;INMOBILIARIA;;44;1;;;IPONA;CORDOBA;-31.4448878;-64.1880982;False
51844400;DEPARTAMENTO;34500;13-06-2023;INMOBILIARIA;42;42;1;1;;ALTA CORDOBA;CORDOBA;-31.3851025;-64.1845276;False
51844466;PH;115000;13-06-2023;INMOBILIARIA;180;165;3;3;2;SAN IGNACIO VILLAGE;CORDOBA;-31.4882123;-64.2486322;False
51844523;DEPARTAMENTO;75000;14-06-2023;INMOBILIARIA;65;65;1;1;;NUEVA CORDOBA;CORDOBA;-31.4265361;-64.18981269999999;False
51844724;CASA;125000;14-06-2023;INMOBILIARIA;300;160;2;2;1;LA ESTANZUELA;LA CALERA;-31.3635745;-64.34038579999999;False
51844839;DEPARTAMENTO;40000;18-06-2023;INMOBILIARIA;35;35;1;1;;NUEVA CORDOBA;CORDOBA;-31.427399542745537;-64.188184;True
51845132;TERRENOS;95000;14-06-2023;INMOBILIARIA;1500;;;;;CARLOS PAZ GOLF;SAN ANTONIO DE ARREDONDO;-31.492884;-64.5290569;False
51845242;CASA;260000;13-06-2023;INMOBILIARIA;210;196;3;3;2;VILLA BELGRANO;CORDOBA;-31.3643357;-64.2574141;False
51846060;TERRENOS;19000;13-06-2023;INMOBILIARIA;476;;;;;LOTE EN VENTA AIRES DEL NORDESTE;UNQUILLO;-31.2483104;-64.2506393;False
51846145;CASA;139000;13-06-2023;INMOBILIARIA;300;189;5;3;2;BAJO GENERAL PAZ;CORDOBA;-31.4149356;-64.1584013;False
51839300;CASA;149900;12-06-2023;INMOBILIARIA;652;337;3;2;3;VENDO CASA EN RIO CEBALLOS Bo ESTANCIAS DE SAN ISIDRO;RIO CEBALLOS;-31.1692271;-64.3221098;False
